67924,"Strangling Spores"
67926,"Two-Headed Zombie"
67928,"Vampire Neonate"
67930,"Vampire Sovereign"
67932,"Walking Corpse"
67934,"Act of Treason"
67936,"Alpine Moon"
67938,"Apex of Power"
67940,"Banefire"
67942,"Boggart Brute"
67944,"Catalyst Elemental"
67946,"Crash Through"
67948,"Dark-Dweller Oracle"
67950,"Demanding Dragon"
67952,"Dismissive Pyromancer"
67954,"Doublecast"
67956,"Dragon Egg"
67958,"Electrify"
67960,"Fiery Finish"
67962,"Fire Elemental"
67964,"Goblin Instigator"
67966,"Goblin Motivator"
67968,"Goblin Trashmaster"
67970,"Guttersnipe"
67972,"Havoc Devils"
67974,"Hostile Minotaur"
67976,"Inferno Hellion"
67978,"Lathliss, Dragon Queen"
67980,"Lava Axe"
67982,"Lightning Mare"
67984,"Lightning Strike"
67986,"Onakke Ogre"
67988,"Sarkhan, Fireblood"
67990,"Sarkhan's Unsealing"
67992,"Shock"
67994,"Siegebreaker Giant"
67996,"Smelt"
67998,"Sparktongue Dragon"
68000,"Spit Flame"
68002,"Sure Strike"
68004,"Tectonic Rift"
68006,"Thud"
68008,"Tormenting Voice"
68010,"Trumpet Blast"
68012,"Viashino Pyromancer"
68014,"Volcanic Dragon"
68016,"Volley Veteran"
68018,"Blanchwood Armor"
68020,"Bristling Boar"
68022,"Centaur Courser"
68024,"Colossal Dreadmaw"
68026,"Colossal Majesty"
68028,"Daggerback Basilisk"
68030,"Declare Dominance"
68032,"Druid of Horns"
68034,"Druid of the Cowl"
68036,"Dryad Greenseeker"
68038,"Elvish Clancaller"
68040,"Elvish Rejuvenator"
68042,"Ghastbark Twins"
68044,"Ghirapur Guide"
68046,"Giant Spider"
68048,"Gift of Paradise"
68050,"Gigantosaurus"
68052,"Goreclaw, Terror of Qal Sisma"
68054,"Greenwood Sentinel"
68056,"Highland Game"
68058,"Hungering Hydra"
68060,"Naturalize"
68062,"Oakenform"
68064,"Pelakka Wurm"
68066,"Plummet"
68068,"Prodigious Growth"
68070,"Rabid Bite"
68072,"Reclamation Sage"
68074,"Recollect"
68076,"Rhox Oracle"
68078,"Root Snare"
68080,"Runic Armasaur"
68082,"Scapeshift"
68084,"Talons of Wildwood"
68086,"Thorn Lieutenant"
68088,"Thornhide Wolves"
68090,"Titanic Growth"
68092,"Vigilant Baloth"
68094,"Vine Mare"
68096,"Vivien Reid"
68098,"Vivien's Invocation"
68100,"Wall of Vines"
68102,"Aerial Engineer"
68104,"Arcades, the Strategist"
68106,"Brawl-Bash Ogre"
68108,"Chromium, the Mutable"
68110,"Draconic Disciple"
68112,"Enigma Drake"
68114,"Heroic Reinforcements"
68116,"Nicol Bolas, the Ravager"
68118,"Nicol Bolas, the Arisen"
68120,"Palladia-Mors, the Ruiner"
68122,"Poison-Tip Archer"
68124,"Psychic Symbiont"
68126,"Regal Bloodlord"
68128,"Satyr Enchanter"
68130,"Skyrider Patrol"
68132,"Vaevictis Asmadi, the Dire"
68134,"Amulet of Safekeeping"
68136,"Arcane Encyclopedia"
68138,"Chaos Wand"
68140,"Crucible of Worlds"
68142,"Desecrated Tomb"
68144,"Diamond Mare"
68146,"Dragon's Hoard"
68148,"Explosive Apparatus"
68150,"Field Creeper"
68152,"Fountain of Renewal"
68154,"Gargoyle Sentinel"
68156,"Gearsmith Guardian"
68158,"Magistrate's Scepter"
68160,"Manalith"
68162,"Marauder's Axe"
68164,"Meteor Golem"
68166,"Millstone"
68168,"Rogue's Gloves"
68170,"Sigiled Sword of Valeron"
68172,"Skyscanner"
68174,"Suspicious Bookcase"
68176,"Transmogrifying Wand"
68178,"Cinder Barrens"
68180,"Detection Tower"
68182,"Forsaken Sanctuary"
68184,"Foul Orchard"
68186,"Highland Lake"
68188,"Meandering River"
68190,"Reliquary Tower"
68192,"Rupture Spire"
68194,"Stone Quarry"
68196,"Submerged Boneyard"
68198,"Timber Gorge"
68200,"Tranquil Expanse"
68202,"Woodland Stream"
68204,"Plains"
68206,"Plains"
68208,"Plains"
68210,"Plains"
68212,"Island"
68214,"Island"
68216,"Island"
68218,"Island"
68220,"Swamp"
68222,"Swamp"
68224,"Swamp"
68226,"Swamp"
68228,"Mountain"
68230,"Mountain"
68232,"Mountain"
68234,"Mountain"
68236,"Forest"
68238,"Forest"
68240,"Forest"
68242,"Forest"
68244,"Ajani, Wise Counselor"
68246,"Ajani's Influence"
68248,"Court Cleric"
68250,"Serra's Guardian"
68252,"Silverbeak Griffin"
68254,"Tezzeret, Cruel Machinist"
68256,"Riddlemaster Sphinx"
68258,"Pendulum of Patterns"
68260,"Tezzeret's Gatebreaker"
68262,"Tezzeret's Strider"
68264,"Liliana, the Necromancer"
68266,"Arisen Gorgon"
68268,"Gravewaker"
68270,"Liliana's Spoils"
68272,"Tattered Mummy"
68274,"Sarkhan, Dragonsoul"
68276,"Kargan Dragonrider"
68278,"Sarkhan's Dragonfire"
68280,"Sarkhan's Whelp"
68282,"Shivan Dragon"
68284,"Vivien of the Arkbow"
68286,"Aggressive Mammoth"
68288,"Skalla Wolf"
68290,"Ursine Champion"
68292,"Vivien's Jaguar"
68294,"Nexus of Fate"
68296,"Sun Sentinel"
68298,"Air Elemental"
68300,"Befuddle"
68302,"Mist-Cloaked Herald"
68304,"Waterknot"
68306,"Grasping Scoundrel"
68308,"Radiating Lightning"
68310,"Llanowar Elves"
