67464,"Spore Swarm"
67466,"Sporecrown Thallid"
67468,"Steel Leaf Champion"
67470,"Sylvan Awakening"
67472,"Territorial Allosaurus"
67474,"Thorn Elemental"
67476,"Untamed Kavu"
67478,"Verdant Force"
67480,"Wild Onslaught"
67482,"Yavimaya Sapherd"
67484,"Adeliz, the Cinder Wind"
67486,"Arvad the Cursed"
67488,"Aryel, Knight of Windgrace"
67490,"Darigaaz Reincarnated"
67492,"Garna, the Bloodflame"
67494,"Grand Warlord Radha"
67496,"Hallar, the Firefletcher"
67498,"Jhoira, Weatherlight Captain"
67500,"Jodah, Archmage Eternal"
67502,"Muldrotha, the Gravetide"
67504,"Oath of Teferi"
67506,"Primevals' Glorious Rebirth"
67508,"Raff Capashen, Ship's Mage"
67510,"Rona, Disciple of Gix"
67512,"Shanna, Sisay's Legacy"
67514,"Slimefoot, the Stowaway"
67516,"Tatyova, Benthic Druid"
67518,"Teferi, Hero of Dominaria"
67520,"Tiana, Ship's Caretaker"
67522,"Aesthir Glider"
67524,"Amaranthine Wall"
67526,"Blackblade Reforged"
67528,"Bloodtallow Candle"
67530,"Damping Sphere"
67532,"Forebear's Blade"
67534,"Gilded Lotus"
67536,"Guardians of Koilos"
67538,"Helm of the Host"
67540,"Howling Golem"
67542,"Icy Manipulator"
67544,"Jhoira's Familiar"
67546,"Jousting Lance"
67548,"Juggernaut"
67550,"Mishra's Self-Replicator"
67552,"Mox Amber"
67554,"Navigator's Compass"
67556,"Pardic Wanderer"
67558,"Powerstone Shard"
67560,"Shield of the Realm"
67562,"Short Sword"
67564,"Skittering Surveyor"
67566,"Sorcerer's Wand"
67568,"Sparring Construct"
67570,"Thran Temporal Gateway"
67572,"Traxos, Scourge of Kroog"
67574,"Urza's Tome"
67576,"Voltaic Servant"
67578,"Weatherlight"
67580,"Cabal Stronghold"
67582,"Clifftop Retreat"
67584,"Hinterland Harbor"
67586,"Isolated Chapel"
67588,"Memorial to Folly"
67590,"Memorial to Genius"
67592,"Memorial to Glory"
67594,"Memorial to Unity"
67596,"Memorial to War"
67598,"Sulfur Falls"
67600,"Woodland Cemetery"
67602,"Zhalfirin Void"
67604,"Plains"
67606,"Plains"
67608,"Plains"
67610,"Plains"
67612,"Island"
67614,"Island"
67616,"Island"
67618,"Island"
67620,"Swamp"
67622,"Swamp"
67624,"Swamp"
67626,"Swamp"
67628,"Mountain"
67630,"Mountain"
67632,"Mountain"
67634,"Mountain"
67636,"Forest"
67638,"Forest"
67640,"Forest"
67642,"Forest"
67644,"Teferi, Timebender"
67646,"Temporal Machinations"
67648,"Niambi, Faithful Healer"
67650,"Teferi's Sentinel"
67652,"Meandering River"
67654,"Chandra, Bold Pyromancer"
67656,"Chandra's Outburst"
67658,"Karplusan Hound"
67660,"Pyromantic Pilgrim"
67662,"Timber Gorge"
68369,"Firesong and Sunspeaker"
69451,"Teferi, Hero of Dominaria"
